time,open,high,low,close,volume
2026-07-01T13:42:00Z,743.38,743.72,743.08,743.47,322309
2026-07-01T13:44:00Z,743.47,743.7,742.86,743.69,298815
2026-07-01T13:46:00Z,743.69,744.02,743.5,743.72,255918
2026-07-01T13:48:00Z,743.72,744.12,743.53,743.69,270147
2026-07-01T13:50:00Z,743.69,744.52,743.61,744.39,190426
2026-07-01T13:52:00Z,744.38,744.92,744.25,744.76,434167
2026-07-01T13:54:00Z,744.76,744.96,744.59,744.76,487986
2026-07-01T13:56:00Z,744.75,744.83,744.48,744.75,238710
2026-07-01T13:58:00Z,744.76,745.34,744.71,745.34,197604
2026-07-01T14:00:00Z,745.34,745.63,745,745.25,192072
2026-07-01T14:02:00Z,745.25,745.49,745.05,745.47,144445
2026-07-01T14:04:00Z,745.48,745.9,745.33,745.8,140049
2026-07-01T14:06:00Z,745.81,746.23,745.79,746.17,167594
2026-07-01T14:08:00Z,746.16,746.31,745.98,746.1,161729
2026-07-01T14:10:00Z,746.09,746.7,746.02,746.67,225721
2026-07-01T14:12:00Z,746.66,746.89,746.44,746.79,284254
2026-07-01T14:14:00Z,746.79,746.88,746.51,746.51,148797
2026-07-01T14:16:00Z,746.51,746.72,746.35,746.61,159629
2026-07-01T14:18:00Z,746.6,746.83,746.39,746.75,106272
2026-07-01T14:20:00Z,746.74,746.99,746.63,746.92,208774
2026-07-01T14:22:00Z,746.93,746.98,746.73,746.89,169815
2026-07-01T14:24:00Z,746.86,746.92,746.67,746.77,94821
2026-07-01T14:26:00Z,746.77,747.02,746.7,746.96,119365
