time,open,high,low,close,volume
2026-06-15T14:40:00Z,753.39,753.45,753.09,753.32,188279
2026-06-15T14:45:00Z,753.32,753.85,753.3,753.51,265050
2026-06-15T14:50:00Z,753.53,754.03,753.52,753.93,307803
2026-06-15T14:55:00Z,753.92,754.39,753.78,754.19,553721
2026-06-15T15:00:00Z,754.2,754.77,754.2,754.63,357503
2026-06-15T15:05:00Z,754.62,754.76,754.36,754.69,421066
2026-06-15T15:10:00Z,754.68,754.77,754.37,754.67,407159
2026-06-15T15:15:00Z,754.67,754.8,754.47,754.58,349839
2026-06-15T15:20:00Z,754.6,755.02,754.57,754.82,274411
2026-06-15T15:25:00Z,754.83,755.23,754.79,755.14,274121
2026-06-15T15:30:00Z,755.12,755.43,754.5,754.86,564253
2026-06-15T15:35:00Z,754.87,755.37,754.83,755.25,312521
2026-06-15T15:40:00Z,755.25,755.54,755.12,755.43,324222
2026-06-15T15:45:00Z,755.44,756.05,755.42,755.99,397062
2026-06-15T15:50:00Z,755.99,756.15,755.86,756.01,342895
2026-06-15T15:55:00Z,756.01,756.28,755.88,756.14,226494
2026-06-15T16:00:00Z,756.15,756.68,756,756.41,420168
2026-06-15T16:05:00Z,756.42,756.49,756.22,756.29,225295
2026-06-15T16:10:00Z,756.3,756.48,756.03,756.15,285352
2026-06-15T16:15:00Z,756.16,756.31,755.92,756.13,302476
2026-06-15T16:20:00Z,756.13,756.48,756.11,756.44,186345
2026-06-15T16:25:00Z,756.43,756.56,756.24,756.5,211295
2026-06-15T16:30:00Z,756.48,756.62,756.17,756.2,177643
2026-06-15T16:35:00Z,756.18,756.35,755.82,755.93,196622
2026-06-15T16:40:00Z,755.92,756.25,755.76,755.91,203452
2026-06-15T16:45:00Z,755.92,755.94,755.52,755.69,235639
2026-06-15T16:50:00Z,755.69,755.96,755.66,755.71,258677
2026-06-15T16:55:00Z,755.72,755.97,755.59,755.85,333109
2026-06-15T17:00:00Z,755.84,756.04,755.3,755.82,368907
2026-06-15T17:05:00Z,755.8,755.97,755.09,755.41,354388
2026-06-15T17:10:00Z,755.38,755.9,755.33,755.79,231772
2026-06-15T17:15:00Z,755.78,756.2,755.7,755.99,253768
2026-06-15T17:20:00Z,755.99,756.28,755.88,756.18,226042
2026-06-15T17:25:00Z,756.16,756.35,756.02,756.13,249612
2026-06-15T17:30:00Z,756.12,756.3,755.7,755.91,224224
2026-06-15T17:35:00Z,755.91,756.17,755.89,756.02,206961
2026-06-15T17:40:00Z,756.02,756.04,755.7,755.77,158948
2026-06-15T17:45:00Z,755.75,755.85,755.58,755.76,190909
2026-06-15T17:50:00Z,755.76,755.84,755.42,755.42,187921
2026-06-15T17:55:00Z,755.41,755.45,755.07,755.21,299710
2026-06-15T18:00:00Z,755.21,755.34,754.67,754.8,467297
2026-06-15T18:05:00Z,754.8,755.18,754.67,755.02,298393
2026-06-15T18:10:00Z,755.02,755.25,754.96,755.19,228800
2026-06-15T18:15:00Z,755.19,755.39,755.07,755.12,205149
2026-06-15T18:20:00Z,755.1,755.16,754.9,754.97,259564
2026-06-15T18:25:00Z,754.96,755.09,754.65,754.72,216094
2026-06-15T18:30:00Z,754.72,754.99,754.42,754.82,371970
2026-06-15T18:35:00Z,754.83,755.28,754.75,755.2,340754
2026-06-15T18:40:00Z,755.21,755.33,755.02,755.25,280871
2026-06-15T18:45:00Z,755.25,755.47,755.13,755.22,319206
2026-06-15T18:50:00Z,755.21,755.3,755.03,755.15,280844
2026-06-15T18:55:00Z,755.15,755.27,754.88,755,333319
2026-06-15T19:00:00Z,755.01,755.04,754.73,754.8,545847
2026-06-15T19:05:00Z,754.81,754.96,754.7,754.84,459041
2026-06-15T19:10:00Z,754.84,755.11,754.7,755.01,404965
2026-06-15T19:15:00Z,755.02,755.25,754.89,754.96,338563
2026-06-15T19:20:00Z,754.97,755.03,754.61,754.67,554625
2026-06-15T19:25:00Z,754.68,754.77,754.36,754.37,441821
2026-06-15T19:30:00Z,754.37,754.68,754.2,754.3,733367
2026-06-15T19:35:00Z,754.31,754.43,754.13,754.37,750002
2026-06-15T19:40:00Z,754.36,754.53,754.23,754.41,526092
2026-06-15T19:45:00Z,754.4,754.94,754.34,754.7,1239537
2026-06-15T19:50:00Z,754.69,754.71,753.79,753.9,2700336
2026-06-15T19:55:00Z,753.91,754.77,753.4,754.66,3486626
2026-06-16T13:30:00Z,754.58,755.39,754.21,755.2,1037037
2026-06-16T13:35:00Z,755.2,755.4,754.77,754.77,461832
2026-06-16T13:40:00Z,754.77,755.29,754.65,754.84,464739
2026-06-16T13:45:00Z,754.84,755.44,754.69,755.15,395901
2026-06-16T13:50:00Z,755.16,755.32,754.81,754.95,296727
